Candidate_ID,Manuscript_Ref_No,Corpus_Status,Screening_Status,Inclusion_Decision,Exclusion_Code,Year,Authors,Title,Source_Title,Volume,Issue,Pages,DOI,URL,Database_Source,Document_Type,Language,AI_Method,PCF_Domain,Taxonomy_Branch,Target_Property,Dataset_Size,Simulation_Tool,Performance_R2,RMSE,MAE,Inference_Time_ms,FEM_Baseline_min,Fabrication_Validation,Open_Data,QS_Data,QS_Bench,QS_Hyper,QS_Repro,QS_Valid,QS_Total,Verification_Status,Notes
C0374,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0375,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0376,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0377,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0378,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0379,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0380,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0381,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0382,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0383,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0384,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0385,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0386,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0387,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0388,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0389,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0390,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0391,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0392,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0393,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0394,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0395,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0396,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0397,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0398,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0399,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0400,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0401,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0402,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0403,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0404,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0405,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0406,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0407,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0408,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0409,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0410,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0411,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0412,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0413,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0414,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0415,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0416,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0417,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0418,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0419,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0420,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0421,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0422,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0423,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0424,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0425,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0426,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0427,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0428,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0429,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0430,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0431,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0432,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0433,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0434,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0435,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0436,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0437,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0438,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0439,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0440,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0441,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0442,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0443,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0444,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0445,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0446,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0447,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0448,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0449,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0450,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
